,Current Status,Gender,Education,Occupation,Account type,Have minimum balance?,Have multiple accounts?,Own an active loan?,Use internet or mobile banking?,Has an active credit Card?,Ever defaulted on a loan?,Satisfied with bank service?,Any transaction in the past 24 months,Age,Opening balance,Current balance,Dist of residence from the bank,Quarterly activity rate,Months since last transaction
733,Active,Male,Graduate,Salaried,Salaried,Yes,Yes,No,Yes,No,No,Need Improvement,Yes,23,5947,25000.0,1.0,12.0,1.0
734,Active,Male,Graduate,Student,Savings,No,No,No,No,No,No,No,Yes,23,5000,300.0,1.0,10.0,5.4478
735,Active,Male,Post Graduate,Salaried,Salaried,No,Yes,Yes,Yes,Yes,Yes,No,Yes,23,1000,500.0,5.0,12.0,1.0
736,Active,Male,Graduate,Salaried,Salaried,Yes,Yes,No,Yes,Yes,No,Yes,Yes,35,5000,27239.0,5.0,12.0,1.0
737,Active,Male,12th,Business,Savings,Yes,Yes,No,Yes,No,No,No,Yes,40,2000,27239.0,15.0,12.0,1.0
738,Active,Male,Graduate,Salaried,Salaried,Yes,Yes,No,Yes,No,No,Yes,Yes,24,1000,27239.0,1.0,12.0,1.0
739,Active,Male,12th,Student,Savings,Yes,No,No,No,No,No,Need Improvement,Yes,20,1000,5000.0,5.0,12.0,1.0
740,Active,Male,Graduate,Salaried,Salaried,Yes,Yes,Yes,Yes,Yes,No,No,Yes,31,1000,27239.0,2.0,12.0,1.0
741,Active,Male,Post Graduate,Salaried,Salaried,Yes,Yes,No,Yes,Yes,No,Yes,Yes,28,2000,27239.0,0.0,12.0,1.0
742,Active,Male,Graduate,Business,Savings,Yes,Yes,No,Yes,No,No,Need Improvement,Yes,29,2000,27239.0,5.0,12.0,1.0
743,Active,Male,Doctrate,Salaried,Salaried,Yes,Yes,No,Yes,Yes,No,Yes,Yes,54,3000,27239.0,5.0,12.0,1.0
744,Active,Male,Graduate,Business,Savings,Yes,Yes,No,No,No,No,Need Improvement,Yes,38,1000,27239.0,5.0,12.0,1.0
745,Active,Male,Graduate,Salaried,Salaried,Yes,Yes,No,No,Yes,No,Need Improvement,Yes,48,1000,27239.0,2.0,12.0,1.0
746,Active,Male,Graduate,Salaried,Salaried,Yes,Yes,No,No,Yes,No,Yes,Yes,28,1000,27239.0,5.0,12.0,1.0
747,Active,Male,Graduate,Business,Savings,Yes,Yes,No,No,Yes,No,Need Improvement,Yes,32,500,27239.0,5.0,12.0,1.0
748,Active,Male,Graduate,Salaried,Savings,Yes,No,No,Yes,Yes,No,No,Yes,22,5947,27239.0,2.0,12.0,1.0
749,Active,Male,Post Graduate,Salaried,Savings,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,40,5947,27239.0,5.0,12.0,1.0
750,Active,Male,10th,Other,Savings,Yes,No,No,No,No,No,No,Yes,54,600,500.0,5.0,12.0,3.0
751,Dormant,Male,Post Graduate,Salaried,Savings,No,Yes,No,Yes,No,No,No,No,28,1000,50.0,18.0,1.0,5.4478
752,Active,Female,12th,Other,Savings,No,No,No,No,No,No,Need Improvement,No,54,500,6888.0,6.0,12.0,3.0
753,Active,Male,Post Graduate,Salaried,Salaried,Yes,No,No,Yes,No,No,No,Yes,32,1000,3000.0,7.0,15.0,1.0
754,Active,Female,Graduate,Salaried,Salaried,Yes,Yes,Yes,Yes,No,No,Yes,Yes,26,1000,2000.0,2.0,12.0,1.0
755,Active,Female,Graduate,Salaried,Salaried,Yes,No,Yes,Yes,No,No,Yes,Yes,27,1000,2000.0,2.0,12.0,1.0
756,Active,Female,Graduate,Salaried,Savings,Yes,Yes,Yes,Yes,No,No,Yes,Yes,26,2000,5000.0,2.0,12.0,1.0
757,Active,Male,12th,Student,Savings,No,No,No,Yes,No,No,No,Yes,20,1000,0.0,1.0,41.1346,1.0
758,Inactive,Male,Post Graduate,Student,Savings,No,Yes,No,Yes,No,No,No,No,25,1000,0.0,10.0,0.0,5.4478
759,Active,Male,Doctrate,Business,Savings,Yes,Yes,No,Yes,Yes,No,Yes,Yes,30,5947,12000.0,23.7912,3.0,3.0
760,Active,Male,10th,Salaried,Savings,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,26,1100,27239.0,2.0,22.0,1.0
761,Active,Male,12th,Student,Savings,No,No,No,Yes,Yes,No,Need Improvement,No,21,2000,27239.0,4.0,12.0,1.0
762,Active,Male,12th,Student,Savings,Yes,Yes,No,No,No,No,Yes,Yes,20,2000,5000.0,2.0,12.0,1.0
763,Inactive,Female,Graduate,Salaried,Salaried,No,No,No,No,No,No,Need Improvement,Yes,25,5947,27239.0,9.0,0.1,5.4478
764,Dormant,Female,Graduate,Student,Savings,No,Yes,No,No,Yes,Yes,No,No,22,100,21.0,10.0,2.0,5.4478
765,Active,Male,12th,Student,Savings,No,No,No,Yes,No,No,Need Improvement,Yes,21,2100,14230.0,1.0,12.0,1.0
766,Active,Female,12th,Student,Current,Yes,No,No,Yes,No,Yes,Yes,Yes,21,5947,19209.0,17.0,10.0,1.0
767,Active,Female,12th,Student,Savings,Yes,Yes,No,Yes,No,No,Yes,Yes,19,1000,27239.0,2.0,2.0,2.0
768,Dormant,Male,Graduate,Other,Senior Citizen Account,Yes,Yes,No,No,No,No,Yes,No,54,1000,1000.0,10.0,15.0,5.4478
769,Active,Male,Graduate,Student,Savings,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,39,500,500.0,4.0,41.1346,5.4478
770,Active,Male,Graduate,Salaried,Senior Citizen Account,No,No,No,No,No,No,No,Yes,20,5947,27239.0,10.0,12.0,5.4478
771,Active,Male,10th,Student,Savings,Yes,Yes,No,Yes,No,No,Yes,Yes,18,500,20635.77,4.0,12.0,1.0
772,Active,Male,10th,Student,Savings,Yes,Yes,No,Yes,No,No,Need Improvement,Yes,18,500,20635.77,4.0,12.0,1.0
773,Active,Male,Graduate,Student,Savings,Yes,No,No,No,No,No,Yes,Yes,20,2000,1995.0,10.0,20.0,1.0
774,Active,Male,12th,Student,Savings,No,No,No,No,No,No,Yes,Yes,21,2000,10000.0,1.0,6.0,5.4478
775,Active,Female,Graduate,Student,Savings,Yes,No,No,Yes,Yes,No,Yes,No,20,5947,27239.0,10.0,12.0,5.0
776,Active,Female,Graduate,Salaried,Salaried,Yes,No,Yes,Yes,No,No,Yes,Yes,26,5000,27239.0,6.0,12.0,1.0
777,Active,Female,Graduate,Salaried,Salaried,Yes,Yes,Yes,Yes,No,No,Yes,Yes,26,1000,27239.0,7.0,12.0,1.0
778,Active,Female,Graduate,Salaried,Salaried,Yes,No,Yes,Yes,No,No,Yes,Yes,26,1000,27239.0,8.0,12.0,1.0
779,Active,Female,Graduate,Salaried,Salaried,Yes,No,Yes,Yes,No,No,Yes,Yes,26,5000,12000.0,6.0,12.0,1.0
780,Active,Female,Graduate,Salaried,Salaried,Yes,Yes,Yes,Yes,No,No,Yes,Yes,26,1000,4000.0,5.0,12.0,1.0
781,Active,Female,Graduate,Salaried,Salaried,Yes,No,Yes,Yes,No,No,Yes,Yes,26,5000,10000.0,8.0,12.0,1.0
782,Active,Female,Graduate,Salaried,Salaried,Yes,Yes,Yes,Yes,No,No,Yes,Yes,26,5000,27239.0,8.0,12.0,1.0
783,Active,Female,Graduate,Salaried,Salaried,Yes,No,Yes,Yes,No,No,Yes,Yes,26,1000,27239.0,4.0,12.0,1.0
784,Active,Female,Graduate,Salaried,Salaried,Yes,No,Yes,Yes,No,No,Yes,Yes,26,1000,27239.0,5.0,12.0,1.0
785,Active,Female,Graduate,Salaried,Salaried,Yes,No,Yes,Yes,No,No,Yes,Yes,26,1000,27239.0,7.0,12.0,1.0
786,Active,Female,Graduate,Salaried,Salaried,Yes,Yes,Yes,Yes,No,No,Yes,Yes,26,1000,27239.0,5.0,12.0,1.0
787,Active,Female,Graduate,Salaried,Salaried,Yes,Yes,Yes,Yes,No,No,Yes,Yes,26,5000,3000.0,2.0,12.0,1.0
788,Active,Female,Graduate,Salaried,Salaried,Yes,No,Yes,Yes,No,No,Yes,Yes,26,1000,5000.0,2.0,12.0,1.0
789,Active,Female,Graduate,Salaried,Salaried,Yes,No,Yes,Yes,No,No,Yes,Yes,26,1000,5000.0,2.0,12.0,1.0
790,Active,Female,Graduate,Salaried,Salaried,Yes,No,Yes,Yes,No,No,Yes,Yes,26,5000,10000.0,2.0,12.0,1.0
791,Active,Female,Graduate,Salaried,Salaried,Yes,No,Yes,Yes,No,No,Yes,Yes,26,1000,5000.0,4.0,12.0,1.0
792,Active,Female,Graduate,Salaried,Salaried,Yes,No,Yes,Yes,No,Yes,Yes,Yes,26,1000,5000.0,4.0,12.0,1.0
793,Active,Female,Graduate,Salaried,Salaried,Yes,No,Yes,Yes,No,No,Yes,Yes,26,1000,4000.0,5.0,12.0,1.0
794,Active,Female,Graduate,Salaried,Salaried,Yes,No,Yes,Yes,No,No,Yes,Yes,26,1000,6000.0,5.0,12.0,1.0
795,Active,Female,Graduate,Salaried,Salaried,Yes,No,Yes,Yes,No,No,Yes,Yes,26,1000,4000.0,5.0,12.0,1.0
796,Active,Female,Graduate,Salaried,Salaried,Yes,No,Yes,Yes,No,No,Yes,Yes,26,1000,5890.0,2.0,12.0,1.0
797,Active,Female,Post Graduate,Not working,Savings,Yes,No,No,No,No,No,Yes,Yes,50,0,5000.0,7.0,15.0,3.0
798,Active,Male,Graduate,Student,Savings,Yes,No,No,No,No,No,Need Improvement,Yes,16,500,5000.0,1.0,12.0,1.0
799,Active,Male,Graduate,Salaried,Savings,Yes,Yes,No,Yes,No,No,Yes,Yes,25,1000,10000.0,1.0,12.0,1.0
800,Active,Male,Graduate,Salaried,Savings,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,22,5947,27239.0,12.0,10.0,5.4478
801,Active,Male,Graduate,Other,Savings,Yes,No,Yes,Yes,Yes,No,Yes,Yes,27,1000,27239.0,23.7912,41.1346,5.4478
802,Active,Female,Graduate,Student,Savings,Yes,No,No,Yes,No,No,Yes,Yes,24,1000,2000.0,6.0,12.0,1.0
803,Active,Male,Graduate,Student,Savings,Yes,No,No,Yes,No,No,Yes,Yes,23,5000,15000.0,10.0,41.1346,1.0
804,Active,Female,Graduate,Student,Savings,No,No,Yes,Yes,No,No,Yes,No,18,0,0.0,4.0,0.0,1.0
805,Inactive,Female,Doctrate,Salaried,Salaried,Yes,Yes,No,Yes,No,No,Yes,Yes,35,5947,1000.0,5.0,0.0,5.4478
806,Active,Female,Graduate,Student,Savings,Yes,No,No,Yes,No,No,Yes,Yes,24,500,13700.0,1.0,10.0,1.0
807,Active,Female,Graduate,Business,Savings,No,Yes,No,Yes,No,No,No,Yes,25,1400,1200.0,2.0,12.0,1.0
808,Active,Female,Graduate,Salaried,Salaried,Yes,No,Yes,Yes,No,No,Yes,Yes,26,2000,27239.0,5.0,35.0,3.0
809,Active,Male,Post Graduate,Salaried,Salaried,Yes,No,No,No,No,No,Need Improvement,Yes,35,500,4000.0,7.0,0.0,1.0
810,Active,Male,Graduate,Other,Savings,No,Yes,Yes,Yes,Yes,No,Yes,No,25,5947,2500.0,10.0,12.0,1.0
811,Inactive,Male,10th,Other,Savings,Yes,Yes,No,Yes,No,No,No,Yes,45,1100,500.0,9.0,0.0,5.4478
812,Active,Male,Graduate,Student,Savings,No,No,No,Yes,No,No,Yes,Yes,29,5947,27239.0,1.0,12.0,1.0
813,Active,Male,Graduate,Salaried,Savings,Yes,Yes,No,Yes,Yes,No,Yes,Yes,29,5947,27239.0,5.0,12.0,1.0
814,Active,Female,Post Graduate,Salaried,Savings,Yes,Yes,Yes,Yes,No,No,Yes,Yes,45,5947,27239.0,10.0,12.0,1.0
815,Dormant,Female,Doctrate,Business,Savings,No,Yes,Yes,Yes,Yes,Yes,Yes,No,34,5947,27239.0,18.0,2.0,5.4478
816,Inactive,Male,Doctrate,Salaried,Savings,Yes,Yes,No,Yes,Yes,Yes,Yes,No,32,5947,27239.0,8.0,0.1,5.4478
817,Active,Male,Post Graduate,Business,Salaried,Yes,Yes,No,Yes,Yes,Yes,Need Improvement,Yes,23,5947,27239.0,6.0,12.0,1.0
818,Active,Male,Graduate,Salaried,Savings,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,45,2000,27239.0,12.0,12.0,1.0
819,Dormant,Male,Graduate,Salaried,Pension,Yes,Yes,No,Yes,No,Yes,Need Improvement,Yes,14,5947,27239.0,6.0,2.0,5.4478
820,Dormant,Male,Post Graduate,Student,Savings,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,26,5947,27239.0,8.0,2.0,5.4478
821,Dormant,Female,Graduate,Business,Current,Yes,Yes,No,Yes,Yes,No,Need Improvement,Yes,45,5947,27239.0,6.0,2.0,5.4478
822,Dormant,Female,Post Graduate,Student,Savings,Yes,Yes,Yes,No,Yes,Yes,Need Improvement,Yes,26,5947,27239.0,8.0,2.0,5.4478
823,Dormant,Female,Graduate,Business,Current,Yes,No,No,Yes,No,No,No,Yes,54,5947,27239.0,5.0,2.0,5.4478
824,Inactive,Male,Graduate,Salaried,Savings,Yes,Yes,Yes,Yes,Yes,No,Need Improvement,Yes,31,5947,27239.0,6.0,0.1,5.4478
825,Dormant,Female,Post Graduate,Salaried,Salaried,Yes,Yes,Yes,No,Yes,Yes,Need Improvement,Yes,37,5947,27239.0,7.0,2.0,5.4478
826,Active,Male,Graduate,Business,Current,Yes,Yes,No,Yes,Yes,No,Yes,Yes,34,5947,27239.0,10.0,12.0,1.0
827,Dormant,Female,Graduate,Student,Savings,No,Yes,No,Yes,Yes,Yes,Yes,Yes,32,5947,27239.0,6.0,2.0,5.4478
828,Active,Female,Post Graduate,Salaried,Savings,Yes,Yes,Yes,No,Yes,Yes,Need Improvement,Yes,43,5947,27239.0,7.0,12.0,1.0
829,Dormant,Male,Graduate,Salaried,Savings,Yes,Yes,Yes,Yes,Yes,Yes,Need Improvement,Yes,32,5947,27239.0,8.0,2.0,5.4478
830,Inactive,Male,Post Graduate,Salaried,Salaried,Yes,Yes,No,Yes,Yes,Yes,Need Improvement,Yes,23,5947,27239.0,4.0,0.1,5.4478
831,Active,Male,Graduate,Salaried,Savings,Yes,Yes,No,Yes,Yes,Yes,Need Improvement,Yes,25,5947,27239.0,13.0,12.0,1.0
832,Dormant,Male,Doctrate,Salaried,Salaried,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,54,5947,27239.0,16.0,2.0,5.4478
833,Dormant,Male,Post Graduate,Student,Salaried,Yes,Yes,No,Yes,No,No,Yes,Yes,35,5947,27239.0,23.7912,2.0,5.4478
834,Active,Male,Graduate,Salaried,Salaried,Yes,Yes,No,Yes,No,Yes,Need Improvement,Yes,54,5947,27239.0,8.0,12.0,1.0
835,Inactive,Male,Doctrate,Business,Current,Yes,Yes,Yes,Yes,Yes,Yes,Need Improvement,Yes,31,5947,27239.0,12.0,0.1,5.4478
836,Inactive,Female,Post Graduate,Business,Senior Citizen Account,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,54,5947,27239.0,8.0,0.1,5.4478
837,Dormant,Male,Graduate,Business,Current,Yes,Yes,Yes,Yes,Yes,No,Need Improvement,Yes,34,5947,27239.0,8.0,2.0,5.4478
838,Active,Female,10th,Other,No Frill ACcount,No,No,Yes,Yes,No,Yes,Yes,Yes,45,5947,27239.0,15.0,12.0,1.0
839,Active,Male,Doctrate,Salaried,Savings,Yes,Yes,Yes,Yes,Yes,Yes,Need Improvement,Yes,54,5947,27239.0,5.0,12.0,1.0
840,Inactive,Female,Graduate,Student,Savings,Yes,Yes,Yes,Yes,Yes,No,Need Improvement,Yes,25,3000,27239.0,8.0,0.1,5.4478
841,Active,Male,Post Graduate,Salaried,Savings,Yes,Yes,No,Yes,Yes,No,Yes,Yes,28,5947,27239.0,7.0,12.0,1.0
842,Dormant,Male,Graduate,Business,No Frill ACcount,No,No,No,No,No,No,Need Improvement,No,34,5947,27239.0,13.0,2.0,5.4478
843,Dormant,Male,Doctrate,Salaried,Savings,Yes,Yes,No,Yes,No,No,Need Improvement,No,42,5947,27239.0,21.0,2.0,5.4478
844,Active,Female,Graduate,Salaried,Salaried,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,54,3000,27239.0,16.0,12.0,1.0
845,Active,Male,Post Graduate,Salaried,Pension,Yes,Yes,No,Yes,Yes,No,Need Improvement,Yes,54,5947,27239.0,6.0,12.0,1.0
846,Dormant,Male,Post Graduate,Other,Savings,Yes,Yes,Yes,Yes,Yes,Yes,Need Improvement,Yes,45,5947,27239.0,5.0,2.0,5.4478
847,Dormant,Male,Graduate,Business,Current,No,Yes,Yes,Yes,Yes,Yes,Need Improvement,No,47,5947,27239.0,8.0,2.0,5.4478
848,Inactive,Male,Graduate,Other,Savings,Yes,Yes,Yes,Yes,Yes,Yes,Need Improvement,Yes,42,5947,27239.0,12.0,0.1,5.4478
849,Active,Female,Doctrate,Business,Savings,Yes,Yes,Yes,Yes,Yes,Yes,Need Improvement,Yes,31,5947,27239.0,23.7912,12.0,1.0
850,Dormant,Male,Graduate,Business,Savings,Yes,Yes,No,Yes,No,Yes,Need Improvement,Yes,34,5947,27239.0,6.0,2.0,5.4478
851,Active,Male,Graduate,Business,Current,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,35,5947,27239.0,5.0,12.0,1.0
852,Inactive,Female,Graduate,Salaried,Savings,Yes,Yes,No,Yes,Yes,No,Yes,Yes,54,5947,27239.0,7.0,0.1,5.4478
853,Dormant,Male,Graduate,Student,Senior Citizen Account,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,21,5947,1995.0,15.0,2.0,5.4478
854,Inactive,Female,Doctrate,Student,Savings,Yes,No,No,Yes,Yes,No,Need Improvement,Yes,30,5947,27239.0,4.0,0.1,5.4478
855,Active,Female,Graduate,Student,Savings,No,No,No,No,No,No,No,No,18,0,0.0,6.0,0.0,1.0
856,Inactive,Male,Graduate,Salaried,Salaried,Yes,Yes,No,Yes,Yes,No,Yes,Yes,27,500,5984.0,15.0,0.0,5.4478
857,Active,Male,Graduate,Other,Savings,No,Yes,No,Yes,No,No,Need Improvement,Yes,34,1000,10000.0,3.0,3.0,1.0
858,Active,Male,Graduate,Business,Savings,Yes,Yes,No,Yes,No,No,No,Yes,34,1000,27239.0,3.0,12.0,1.0
859,Active,Male,Graduate,Salaried,Savings,Yes,Yes,No,Yes,Yes,No,Need Improvement,Yes,54,5947,27239.0,3.0,12.0,1.0
860,Active,Male,12th,Student,Savings,Yes,No,No,Yes,No,No,Yes,Yes,20,5947,27239.0,2.0,5.0,1.0
861,Dormant,Male,Graduate,Salaried,Savings,Yes,Yes,No,No,No,No,Yes,No,47,700,950.0,23.7912,15.0,5.4478
862,Active,Male,Graduate,Salaried,Savings,Yes,Yes,No,No,No,No,Need Improvement,No,54,1000,2115.0,3.0,12.0,5.4478
863,Active,Male,Graduate,Salaried,Savings,Yes,Yes,No,Yes,Yes,No,Yes,Yes,54,1000,3810.0,2.0,15.0,2.0
864,Active,Male,Graduate,Salaried,Savings,Yes,Yes,No,Yes,No,No,Yes,Yes,26,2000,6000.0,13.0,10.0,1.0
865,Active,Female,Graduate,Salaried,Salaried,No,Yes,Yes,Yes,Yes,No,Yes,Yes,28,5000,3000.0,4.0,12.0,1.0
866,Active,Female,10th,Student,Savings,Yes,No,Yes,No,No,No,Need Improvement,Yes,20,1000,10000.0,1.0,12.0,1.0
867,Active,Female,Graduate,Student,Current,No,No,No,No,No,No,No,No,19,2000,100.0,3.0,41.1346,3.0
868,Dormant,Female,Graduate,Other,Senior Citizen Account,Yes,Yes,No,No,No,No,Need Improvement,No,54,5947,5000.0,5.0,0.0,5.4478
869,Active,Male,Post Graduate,Other,Savings,Yes,No,No,Yes,No,No,Yes,Yes,23,1000,3000.0,3.0,12.0,2.0
870,Dormant,Male,Post Graduate,Salaried,Savings,Yes,No,No,No,No,No,No,Yes,25,5000,27239.0,23.7912,2.0,5.4478
871,Active,Male,Graduate,Student,Current,No,Yes,No,No,No,No,Yes,Yes,25,2000,500.0,2.0,41.1346,2.0
872,Active,Female,12th,Business,Current,No,No,Yes,Yes,No,No,Yes,Yes,25,5947,5000.0,5.0,41.1346,1.0
873,Active,Female,Graduate,Student,Savings,Yes,No,No,No,No,No,Yes,Yes,25,5947,25000.0,5.0,12.0,1.0
874,Active,Male,Graduate,Salaried,Savings,Yes,Yes,No,Yes,No,No,Yes,Yes,26,5947,25000.0,5.0,15.0,1.0
875,Inactive,Male,10th,Student,Savings,Yes,No,No,No,No,No,Yes,No,18,500,2500.0,1.0,0.1,5.4478
876,Active,Male,Post Graduate,Salaried,Salaried,Yes,Yes,No,Yes,Yes,No,Yes,Yes,28,5947,27239.0,15.0,2.0,2.0
877,Active,Male,Post Graduate,Business,Current,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,30,5947,27239.0,1.0,30.0,1.0
878,Active,Male,12th,Business,Current,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,45,5947,27239.0,20.0,15.0,1.0
879,Active,Male,12th,Other,Pension,Yes,No,No,No,No,No,Need Improvement,Yes,51,5947,27239.0,23.7912,2.0,3.0
880,Active,Male,12th,Other,Pension,Yes,No,No,No,No,No,Need Improvement,Yes,51,5947,27239.0,23.7912,2.0,3.0
881,Active,Male,Graduate,Salaried,Salaried,Yes,No,No,Yes,No,No,Yes,Yes,28,5947,27239.0,10.0,12.0,1.0
882,Active,Male,Post Graduate,Salaried,Savings,Yes,No,No,Yes,Yes,No,Yes,Yes,30,5947,27239.0,1.0,12.0,1.0
883,Inactive,Male,12th,Student,Savings,Yes,No,No,No,No,No,Yes,No,20,2500,15000.0,3.0,0.1,5.4478
884,Active,Female,Graduate,Student,Savings,Yes,No,No,No,No,No,Need Improvement,Yes,27,5947,27239.0,5.0,12.0,1.0
885,Dormant,Male,Graduate,Student,Savings,Yes,No,No,No,No,No,Need Improvement,No,22,5000,15000.0,5.0,2.0,5.4478
886,Active,Male,Post Graduate,Salaried,Savings,Yes,No,No,Yes,Yes,No,Yes,Yes,35,5947,27239.0,15.0,5.0,1.0
887,Dormant,Male,Post Graduate,Business,Savings,Yes,No,No,Yes,No,No,Need Improvement,No,31,5000,4000.0,10.0,2.0,5.4478
888,Dormant,Male,Graduate,Salaried,Salaried,Yes,No,No,Yes,No,No,No,Yes,23,2000,27239.0,20.0,2.0,5.4478
889,Dormant,Male,Graduate,Salaried,Current,No,Yes,No,No,No,No,Yes,No,24,0,0.0,23.7912,0.0,5.4478
890,Active,Male,Graduate,Salaried,Savings,Yes,No,Yes,Yes,No,No,Yes,Yes,23,5947,22000.0,2.0,12.0,1.0
891,Active,Male,Graduate,Student,Savings,Yes,No,No,No,No,No,Yes,Yes,19,1000,10000.0,2.0,12.0,1.0
892,Active,Male,Post Graduate,Business,Savings,Yes,No,No,No,Yes,No,No,Yes,26,5947,27239.0,3.0,12.0,1.0
893,Active,Male,Doctrate,Business,Senior Citizen Account,Yes,No,No,No,No,No,Need Improvement,Yes,24,0,12000.0,5.0,12.0,1.0
894,Active,Male,Post Graduate,Other,Savings,Yes,No,Yes,No,Yes,No,Need Improvement,Yes,28,1000,27239.0,2.0,12.0,1.0
895,Active,Male,12th,Student,Savings,Yes,No,No,No,No,No,Yes,Yes,20,0,15000.0,0.5,12.0,1.0
896,Active,Male,12th,Student,Current,Yes,No,No,Yes,No,No,Yes,Yes,16,0,10000.0,4.0,12.0,1.0
897,Active,Male,Post Graduate,Business,Savings,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,30,5947,27239.0,2.0,12.0,1.0
898,Active,Male,Doctrate,Other,Pension,Yes,No,No,Yes,No,No,Need Improvement,Yes,54,1000,12000.0,3.0,12.0,1.0
899,Active,Male,Post Graduate,Salaried,Salaried,Yes,No,Yes,Yes,Yes,No,Yes,Yes,35,0,27239.0,6.0,12.0,1.0
900,Inactive,Female,Post Graduate,Student,Savings,Yes,Yes,Yes,Yes,No,No,Yes,Yes,25,0,27239.0,12.0,0.0,5.4478
901,Active,Female,Post Graduate,Student,Savings,Yes,Yes,Yes,Yes,No,No,Yes,Yes,25,2000,12000.0,6.0,10.0,1.0
902,Inactive,Male,Graduate,Student,Savings,Yes,Yes,Yes,No,No,No,Need Improvement,No,29,3000,5000.0,14.0,0.1,5.4478
903,Active,Male,Post Graduate,Business,Savings,Yes,No,Yes,Yes,No,No,No,Yes,21,4000,27000.0,21.0,12.0,1.0
904,Active,Male,Post Graduate,Other,Salaried,Yes,Yes,Yes,Yes,No,No,No,Yes,28,4000,4000.0,23.7912,12.0,1.0
905,Active,Male,Post Graduate,Business,Savings,Yes,No,No,No,No,No,Need Improvement,Yes,27,5000,6000.0,19.0,12.0,1.0
906,Inactive,Male,Graduate,Other,Savings,Yes,Yes,Yes,Yes,No,No,No,Yes,24,5000,20000.0,15.0,0.1,5.4478
907,Dormant,Male,Post Graduate,Business,Savings,No,No,No,No,No,No,Need Improvement,No,28,3000,100.0,23.7912,2.0,5.4478
908,Active,Male,Graduate,Business,Savings,Yes,Yes,No,Yes,No,No,No,Yes,25,3000,27239.0,7.0,12.0,1.0
909,Active,Male,Graduate,Student,Savings,No,Yes,No,No,No,No,Need Improvement,Yes,26,3000,500.0,23.7912,12.0,1.0
910,Active,Male,Graduate,Student,Savings,Yes,No,No,No,No,No,Need Improvement,Yes,27,3000,27239.0,15.0,12.0,1.0
911,Active,Male,Graduate,Business,Savings,Yes,No,No,No,Yes,No,No,Yes,28,3000,6000.0,20.0,12.0,1.0
912,Active,Male,Graduate,Other,Other,Yes,Yes,Yes,Yes,No,Yes,No,Yes,25,3000,25000.0,15.0,12.0,1.0
913,Active,Male,Graduate,Other,Savings,Yes,Yes,Yes,Yes,No,No,No,Yes,24,4000,7000.0,16.0,12.0,1.0
914,Active,Male,Post Graduate,Salaried,Salaried,Yes,Yes,Yes,Yes,No,No,Yes,Yes,29,0,27239.0,23.7912,12.0,1.0
915,Active,Female,Graduate,Student,Savings,No,Yes,No,Yes,Yes,No,No,Yes,21,5000,15000.0,3.0,12.0,1.0
916,Active,Male,12th,Student,Savings,No,No,No,No,No,No,No,Yes,19,500,600.0,5.0,12.0,3.0
917,Dormant,Male,Graduate,Salaried,Salaried,No,Yes,No,No,No,No,Yes,No,47,1500,100.0,23.7912,10.0,5.4478
918,Dormant,Male,Post Graduate,Salaried,Salaried,No,Yes,No,No,No,No,No,Yes,38,500,205.0,5.0,5.0,-1.0
919,Dormant,Male,Post Graduate,Salaried,Salaried,Yes,Yes,No,No,No,No,No,No,38,500,630.0,23.7912,8.0,0.0
920,Dormant,Male,Post Graduate,Salaried,Savings,Yes,Yes,Yes,No,No,Yes,Yes,No,38,700,700.0,23.7912,12.0,5.4478
921,Dormant,Male,10th,Other,Savings,Yes,Yes,Yes,No,No,Yes,Yes,No,28,2000,548.0,11.0,4.0,5.4478
922,Dormant,Female,Graduate,Salaried,Savings,No,Yes,No,Yes,No,No,Yes,No,21,500,0.0,16.0,2.0,5.4478
923,Dormant,Male,Doctrate,Salaried,Savings,Yes,Yes,No,No,No,No,Need Improvement,No,35,1000,656.0,23.7912,15.0,5.4478
924,Dormant,Female,12th,Student,Savings,No,No,No,Yes,No,No,Yes,No,18,500,0.0,2.0,5.0,5.4478
925,Dormant,Male,Graduate,Salaried,Salaried,Yes,Yes,No,No,No,No,Yes,No,41,1500,852.0,15.0,5.0,5.4478
926,Dormant,Male,Doctrate,Salaried,Salaried,No,Yes,No,No,No,No,No,No,39,1000,120.0,16.0,5.0,5.4478
927,Active,Female,Graduate,Salaried,Savings,Yes,No,No,Yes,No,No,Yes,Yes,54,2500,1700.0,23.7912,5.0,5.4478
928,Dormant,Female,Graduate,Salaried,Savings,Yes,Yes,No,No,No,No,Yes,No,23,500,20.0,14.0,2.0,5.4478
